red_file,blue_file,score,score_red,score_blue,steps,ammo_red,ammo_blue
C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,0.5,500,500,600,0,0
C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,0.5,500,500,600,0,0
C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,0.5,500,500,600,0,0
C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,C:\Users\jongstra\Documents\GitHub\Domination-Game\domination\agent.py,0.5,500,500,600,0,0
